1487921976991	-0.22984336	9.452309	2.0254946
1487921976993	-0.22984336	9.452309	2.0925324
1487921976994	-0.2681506	9.524135	2.087744
1487921976995	-0.29209262	9.552865	1.9536686
1487921977004	-0.33518824	9.610326	2.0111294
1487921977005	-0.31603462	9.643845	2.0254946
1487921977006	-0.25857377	9.68694	2.0733786
1487921977008	-0.272939	9.677363	1.9728222
1487921977009	-0.2825158	9.734824	2.0207062
1487921977010	-0.20111294	9.859323	1.9728222
1487921977019	-0.24420857	9.787497	1.9536686
1487921977022	-0.20590134	9.825804	1.9440918
1487921977023	-0.22984336	9.816227	1.934515
1487921977030	-0.22984336	9.80665	1.9728222
1487921977035	-0.1388637	9.77792	1.934515
1487921977039	-0.18674773	9.672575	1.9776106
1487921977045	-0.1436521	9.595961	1.9393034
1487921977048	-0.10534488	9.634268	1.9249382
1487921977053	-0.17238252	9.56723	1.934515
1487921977058	-0.20111294	9.552865	1.9680338
1487921977063	-0.2873042	9.471462	1.9871874
1487921977068	-0.23463176	9.44752	1.9776106
1487921977073	-0.320823	9.380483	2.054225
1487921977079	-0.39743748	9.375694	2.135628
1487921977083	-0.29688102	9.404425	2.2122424
1487921977088	-0.2873042	9.41879	2.1547816
1487921977095	-0.21068975	9.433155	2.2840683
1487921977101	-0.17238252	9.452309	2.2026656
1487921977103	-0.11971009	9.44752	2.1978772
1487921977108	-0.08619126	9.504981	2.1260512
1487921977115	-0.15801731	9.495404	2.135628
1487921977119	-0.1388637	9.543288	2.0829554
1487921977123	-0.19632454	9.557653	2.1452048
1487921977128	-0.17717093	9.605537	2.1164744
1487921977134	-0.20111294	9.600749	2.1691468
1487921977138	-0.24899697	9.591172	2.1930888
1487921977145	-0.23463176	9.543288	2.2218192
1487921977150	-0.19153613	9.557653	2.2361844
1487921977154	-0.15801731	9.5385	2.2170308
1487921977159	-0.20590134	9.509769	2.183512
1487921977165	-0.25857377	9.524135	2.1068976
1487921977169	-0.2633622	9.524135	2.111686
1487921977174	-0.32561144	9.524135	2.0829554
1487921977179	-0.25857377	9.572019	2.1308396
1487921977184	-0.23463176	9.562442	2.1021092
1487921977188	-0.23942018	9.572019	2.1021092
1487921977195	-0.2777274	9.543288	2.0829554
1487921977200	-0.17717093	9.600749	2.0446482
1487921977204	-0.15801731	9.600749	1.9776106
1487921977209	-0.15322891	9.648633	1.9728222
1487921977215	-0.15801731	9.639056	1.9728222
1487921977219	-0.14844051	9.667787	1.9249382
