1487921976994	-0.0010652969	0.0	0.0031958907	0.0063917814	0.0021305939	0.0063917814
1487921976996	-0.0010652969	0.0	0.0031958907	0.0063917814	0.0021305939	0.0063917814
1487921977005	-0.0010652969	0.0	0.0031958907	0.0063917814	0.0021305939	0.0063917814
1487921977006	-0.0010652969	0.0	0.0031958907	0.0063917814	0.0021305939	0.0063917814
1487921977007	-0.0010652969	0.0	0.0031958907	0.0063917814	0.0021305939	0.0063917814
1487921977009	-0.0010652969	0.0	0.0031958907	0.0063917814	0.0021305939	0.0063917814
1487921977010	-0.0010652969	0.0	0.0031958907	0.0063917814	0.0021305939	0.0063917814
1487921977020	0.0031958907	-0.0063917814	-0.0042611877	0.0063917814	0.0021305939	0.0063917814
1487921977022	0.0010652969	-0.0031958907	0.018110048	0.0063917814	0.0021305939	0.0063917814
1487921977024	-0.0031958907	-0.0021305939	0.0074570784	0.0063917814	0.0021305939	0.0063917814
1487921977031	-0.011718267	-0.0021305939	0.0063917814	0.0063917814	0.0021305939	0.0063917814
1487921977036	-0.02130594	-0.0063917814	0.0074570784	0.0063917814	0.0021305939	0.0063917814
1487921977039	-0.028763017	-0.01065297	0.0074570784	0.0063917814	0.0021305939	0.0063917814
1487921977045	-0.031958908	-0.0063917814	0.012783563	0.0063917814	0.0021305939	0.0063917814
1487921977048	-0.031958908	-0.0085223755	0.012783563	0.0063917814	0.0021305939	0.0063917814
1487921977055	-0.034089502	-0.0021305939	0.011718267	0.0063917814	0.0021305939	0.0063917814
1487921977058	-0.02769772	0.0031958907	0.009587673	0.0063917814	0.0021305939	0.0063917814
1487921977064	-0.026632423	0.0042611877	0.012783563	0.0063917814	0.0021305939	0.0063917814
1487921977071	-0.02450183	0.011718267	0.012783563	0.0063917814	0.0021305939	0.0063917814
1487921977074	-0.019175345	0.0085223755	0.0085223755	0.0063917814	0.0021305939	0.0063917814
1487921977079	-0.023436533	0.0085223755	0.0063917814	0.0063917814	0.0021305939	0.0063917814
1487921977085	-0.02130594	0.005326485	0.005326485	0.0063917814	0.0021305939	0.0063917814
1487921977088	-0.019175345	0.0021305939	0.0	0.0063917814	0.0021305939	0.0063917814
1487921977096	-0.012783563	0.0	-0.0010652969	0.0063917814	0.0021305939	0.0063917814
1487921977102	-0.0010652969	-0.0021305939	0.0010652969	0.0063917814	0.0021305939	0.0063917814
1487921977103	0.0063917814	0.0021305939	0.0042611877	0.0063917814	0.0021305939	0.0063917814
1487921977109	0.020240642	0.0021305939	0.005326485	0.0063917814	0.0021305939	0.0063917814
1487921977115	0.022371236	0.0063917814	0.005326485	0.0063917814	0.0021305939	0.0063917814
1487921977121	0.022371236	0.0074570784	0.005326485	0.0063917814	0.0021305939	0.0063917814
1487921977124	0.018110048	0.0063917814	0.0042611877	0.0063917814	0.0021305939	0.0063917814
1487921977129	0.011718267	0.009587673	0.0042611877	0.0063917814	0.0021305939	0.0063917814
1487921977135	0.0074570784	0.0085223755	0.0021305939	0.0063917814	0.0021305939	0.0063917814
